".Etowah County, Alabama",104430.00,104429.00,104459.00,104369.00,104278.00,103884.00,103399.00,102998.00,102855.00,103007.00,102611.00,102268.00
".Fayette County, Alabama",17241.00,17235.00,17229.00,17052.00,16945.00,16824.00,16772.00,16696.00,16563.00,16466.00,16445.00,16302.00
".Franklin County, Alabama",31704.00,31709.00,31746.00,31776.00,31690.00,31553.00,31559.00,31515.00,31611.00,31542.00,31298.00,31362.00
".Geneva County, Alabama",26790.00,26781.00,26777.00,26756.00,26924.00,26677.00,26593.00,26631.00,26494.00,26385.00,26306.00,26271.00
".Greene County, Alabama",9045.00,9039.00,8991.00,8903.00,8848.00,8748.00,8584.00,8508.00,8482.00,8310.00,8209.00,8111.00
".Hale County, Alabama",15760.00,15762.00,15745.00,15361.00,15364.00,15246.00,15046.00,15015.00,14828.00,14801.00,14749.00,14651.00
".Henry County, Alabama",17302.00,17299.00,17296.00,17377.00,17153.00,17129.00,17079.00,17101.00,17072.00,17115.00,17173.00,17205.00
".Houston County, Alabama",101547.00,101560.00,101798.00,102488.00,103371.00,103643.00,104158.00,104260.00,104218.00,104378.00,104770.00,105882.00
".Jackson County, Alabama",53227.00,53223.00,53184.00,53214.00,53079.00,52957.00,52562.00,52195.00,51988.00,51828.00,51621.00,51626.00
".Jefferson County, Alabama",658466.00,658567.00,658215.00,658109.00,658061.00,659265.00,659972.00,660455.00,660343.00,659599.00,659429.00,658573.00
".Lamar County, Alabama",14564.00,14564.00,14496.00,14291.00,14248.00,14212.00,14067.00,13927.00,13928.00,13882.00,13882.00,13805.00
".Lauderdale County, Alabama",92709.00,92709.00,92737.00,92607.00,92662.00,92701.00,93000.00,92459.00,92425.00,92564.00,92604.00,92729.00
".Lawrence County, Alabama",34339.00,34337.00,34342.00,34051.00,33806.00,33575.00,33444.00,33135.00,33227.00,33063.00,32941.00,32924.00
".Lee County, Alabama",140247.00,140287.00,140794.00,144130.00,148567.00,151809.00,154511.00,156954.00,159168.00,161440.00,163656.00,164542.00
".Limestone County, Alabama",82782.00,82786.00,83181.00,85557.00,87326.00,88916.00,90599.00,91565.00,92847.00,94130.00,96177.00,98915.00
".Lowndes County, Alabama",11299.00,11296.00,11289.00,11140.00,10851.00,10661.00,10494.00,10350.00,10248.00,10097.00,9974.00,9726.00
".Macon County, Alabama",21452.00,21448.00,21505.00,21284.00,20608.00,20021.00,19641.00,19296.00,19060.00,18793.00,18321.00,18068.00
".Madison County, Alabama",334811.00,334807.00,336095.00,339565.00,342730.00,346625.00,349796.00,352977.00,356729.00,361762.00,367004.00,372909.00
".Marengo County, Alabama",21027.00,21048.00,20956.00,20661.00,20375.00,20119.00,19986.00,19766.00,19525.00,19396.00,19056.00,18863.00
".Marion County, Alabama",30776.00,30776.00,30816.00,30652.00,30484.00,30224.00,30199.00,30119.00,29960.00,29792.00,29750.00,29709.00
".Marshall County, Alabama",93019.00,93019.00,93122.00,93895.00,94260.00,94356.00,94257.00,94585.00,95113.00,95572.00,96170.00,96774.00
".Mobile County, Alabama",412992.00,413139.00,413315.00,413068.00,413816.00,413918.00,414149.00,414462.00,414945.00,414045.00,413908.00,413210.00
".Monroe County, Alabama",23068.00,23067.00,23005.00,22796.00,22581.00,22170.00,21926.00,21717.00,21548.00,21290.00,21062.00,20733.00
".Montgomery County, Alabama",229363.00,229375.00,229505.00,229189.00,228874.00,228190.00,227551.00,227279.00,227170.00,227265.00,226504.00,226486.00
".Morgan County, Alabama",119490.00,119490.00,119608.00,120024.00,120102.00,119571.00,119444.00,119257.00,119006.00,118918.00,119203.00,119679.00
".Perry County, Alabama",10591.00,10575.00,10563.00,10450.00,10163.00,9999.00,9801.00,9640.00,9532.00,9302.00,9070.00,8923.00
".Pickens County, Alabama",19746.00,19746.00,19749.00,19354.00,19309.00,19300.00,20272.00,20776.00,20325.00,20204.00,19980.00,19930.00
".Pike County, Alabama",32899.00,32901.00,32970.00,33025.00,33215.00,33715.00,33199.00,33496.00,33464.00,33349.00,33242.00,33114.00
".Randolph County, Alabama",22913.00,22916.00,22937.00,22745.00,22533.00,22547.00,22353.00,22594.00,22504.00,22687.00,22727.00,22722.00
".Russell County, Alabama",52947.00,52963.00,53321.00,54852.00,57500.00,59149.00,59224.00,58844.00,58185.00,56985.00,57784.00,57961.00
".St. Clair County, Alabama",83593.00,83350.00,83571.00,83975.00,84761.00,85810.00,85996.00,86546.00,87306.00,87926.00,88654.00,89512.00
".Shelby County, Alabama",195085.00,195253.00,196032.00,197952.00,200912.00,204039.00,206280.00,208959.00,211282.00,213633.00,215583.00,217702.00
".Sumter County, Alabama",13763.00,13763.00,13730.00,13490.00,13440.00,13394.00,13270.00,13206.00,12967.00,12749.00,12634.00,12427.00
".Talladega County, Alabama",82291.00,82353.00,82172.00,81863.00,82146.00,81578.00,81512.00,81128.00,80552.00,80142.00,80137.00,79978.00
".Tallapoosa County, Alabama",41616.00,41618.00,41476.00,41402.00,41048.00,41028.00,40884.00,40605.00,40586.00,40613.00,40535.00,40367.00
".Tuscaloosa County, Alabama",194656.00,194667.00,194996.00,196745.00,198807.00,201084.00,203086.00,204767.00,206464.00,207618.00,208319.00,209355.00
".Walker County, Alabama",67023.00,67020.00,66997.00,66585.00,66104.00,65777.00,65338.00,64931.00,64533.00,63895.00,63669.00,63521.00
".Washington County, Alabama",17581.00,17580.00,17626.00,17355.00,17146.00,16897.00,16868.00,16832.00,16621.00,16522.00,16402.00,16326.00
".Wilcox County, Alabama",11670.00,11664.00,11560.00,11438.00,11302.00,11145.00,10946.00,10896.00,10844.00,10691.00,10599.00,10373.00
".Winston County, Alabama",24484.00,24488.00,24412.00,24362.00,24193.00,24189.00,24139.00,23930.00,23907.00,23760.00,23693.00,23629.00
".Aleutians East Borough, Alaska",3141.00,3141.00,3166.00,3259.00,3294.00,3343.00,3346.00,3373.00,3363.00,3455.00,3395.00,3337.00
".Aleutians West Census Area, Alaska",5561.00,5561.00,5559.00,5582.00,5676.00,5777.00,5822.00,5781.00,5705.00,5729.00,5640.00,5634.00
".Anchorage Municipality, Alaska",291826.00,291836.00,293321.00,296197.00,298255.00,301142.00,299893.00,297547.00,297249.00,294338.00,290521.00,288000.00
".Bethel Census Area, Alaska",17013.00,17013.00,17084.00,17419.00,17656.00,17852.00,17936.00,17955.00,18022.00,18090.00,18219.00,18386.00
".Bristol Bay Borough, Alaska",997.00,997.00,1002.00,1030.00,979.00,951.00,947.00,904.00,902.00,869.00,880.00,836.00
".Denali Borough, Alaska",1826.00,1822.00,1835.00,1872.00,1908.00,1943.00,1916.00,1933.00,2055.00,2084.00,2032.00,2097.00
".Dillingham Census Area, Alaska",4847.00,4847.00,4850.00,4947.00,4949.00,4978.00,4983.00,4988.00,4970.00,4940.00,4991.00,4916.00
".Fairbanks North Star Borough, Alaska",97581.00,97585.00,98264.00,98120.00,100311.00,100933.00,99254.00,99636.00,100633.00,99675.00,98565.00,96849.00
".Haines Borough, Alaska",2508.00,2508.00,2501.00,2574.00,2577.00,2558.00,2555.00,2516.00,2531.00,2524.00,2488.00,2530.00
".Hoonah-Angoon Census Area, Alaska",2150.00,2103.00,2107.00,2085.00,2114.00,2116.00,2098.00,2132.00,2121.00,2139.00,2155.00,2148.00
".Juneau City and Borough, Alaska",31275.00,31276.00,31387.00,32161.00,32384.00,32594.00,32481.00,32615.00,32412.00,32098.00,32037.00,31974.00
".Kenai Peninsula Borough, Alaska",55400.00,55400.00,55554.00,56299.00,56900.00,57014.00,57558.00,58034.00,58458.00,58558.00,58561.00,58708.00
".Ketchikan Gateway Borough, Alaska",13477.00,13526.00,13573.00,13674.00,13729.00,13722.00,13802.00,13702.00,13707.00,13834.00,13856.00,13901.00
".Kodiak Island Borough, Alaska",13592.00,13606.00,13646.00,13806.00,14037.00,14093.00,13907.00,13767.00,13728.00,13512.00,13250.00,12998.00
".Kusilvak Census Area, Alaska",7459.00,7459.00,7467.00,7651.00,7794.00,7974.00,8100.00,8194.00,8181.00,8236.00,8323.00,8314.00
".Lake and Peninsula Borough, Alaska",1631.00,1635.00,1639.00,1649.00,1649.00,1667.00,1647.00,1595.00,1600.00,1612.00,1596.00,1592.00
".Matanuska-Susitna Borough, Alaska",88995.00,88985.00,89732.00,91725.00,93677.00,95880.00,98103.00,101062.00,104119.00,106232.00,107115.00,108317.00
".Nome Census Area, Alaska",9492.00,9492.00,9543.00,9776.00,9824.00,9852.00,9810.00,9893.00,9966.00,10025.00,10053.00,10004.00
".North Slope Borough, Alaska",9430.00,9430.00,9478.00,9554.00,9698.00,9792.00,9776.00,9788.00,9694.00,9795.00,9850.00,9832.00
".Northwest Arctic Borough, Alaska",7523.00,7523.00,7560.00,7705.00,7705.00,7725.00,7772.00,7772.00,7691.00,7795.00,7694.00,7621.00
".Petersburg Borough, Alaska",3815.00,3207.00,3219.00,3255.00,3277.00,3291.00,3261.00,3253.00,3260.00,3264.00,3244.00,3266.00
".Prince of Wales-Hyder Census Area, Alaska",5559.00,6168.00,6211.00,6373.00,6423.00,6446.00,6463.00,6508.00,6519.00,6444.00,6360.00,6203.00
".Sitka City and Borough, Alaska",8881.00,8881.00,8881.00,8884.00,9017.00,8973.00,8838.00,8778.00,8736.00,8641.00,8554.00,8493.00
".Skagway Municipality, Alaska",968.00,968.00,968.00,962.00,998.00,1026.00,1054.00,1088.00,1132.00,1167.00,1169.00,1183.00
".Southeast Fairbanks Census Area, Alaska",7029.00,7029.00,7061.00,7150.00,7172.00,6986.00,6925.00,6812.00,6857.00,6892.00,6937.00,6893.00
".Valdez-Cordova Census Area, Alaska",9636.00,9636.00,9657.00,9740.00,9734.00,9781.00,9478.00,9319.00,9314.00,9220.00,9161.00,9202.00
".Wrangell City and Borough, Alaska",2369.00,2365.00,2371.00,2394.00,2420.00,2448.00,2441.00,2453.00,2496.00,2521.00,2538.00,2502.00
".Yakutat City and Borough, Alaska",662.00,662.00,662.00,656.00,664.00,651.00,655.00,635.00,612.00,602.00,596.00,579.00
".Yukon-Koyukuk Census Area, Alaska",5588.00,5588.00,5612.00,5629.00,5622.00,5560.00,5462.00,5465.00,5423.00,5409.00,5359.00,5230.00
".Apache County, Arizona",71518.00,71517.00,71829.00,72182.00,72229.00,72322.00,71796.00,71012.00,71381.00,71545.00,71731.00,71887.00
".Cochise County, Arizona",131346.00,131359.00,131822.00,133097.00,132017.00,129578.00,127314.00,126454.00,125686.00,124864.00,126411.00,125922.00
".Coconino County, Arizona",134421.00,134426.00,134612.00,134275.00,136146.00,136699.00,137566.00,138962.00,140407.00,141001.00,142523.00,143476.00
".Gila County, Arizona",53597.00,53592.00,53561.00,53440.00,52994.00,53005.00,53044.00,52978.00,53356.00,53578.00,53801.00,54018.00
".Graham County, Arizona",37220.00,37212.00,37152.00,37126.00,37015.00,37433.00,38099.00,37860.00,37807.00,37481.00,37995.00,38837.00
".Greenlee County, Arizona",8437.00,8444.00,8339.00,8585.00,8764.00,8916.00,9349.00,9577.00,9643.00,9443.00,9448.00,9498.00
".La Paz County, Arizona",20489.00,20489.00,20497.00,20604.00,20521.00,20522.00,20516.00,20466.00,20648.00,20706.00,21039.00,21108.00
".Maricopa County, Arizona",3817117.00,3817365.00,3825110.00,3874996.00,3947505.00,4017723.00,4093648.00,4172905.00,4256143.00,4327184.00,4402403.00,4485414.00
".Mohave County, Arizona",200186.00,200182.00,200314.00,202812.00,203347.00,203126.00,203423.00,204574.00,205412.00,207017.00,209292.00,212181.00
".Navajo County, Arizona",107449.00,107488.00,107697.00,107552.00,107313.00,107135.00,107701.00,107638.00,108467.00,109079.00,110242.00,110924.00
".Pima County, Arizona",980263.00,980263.00,981620.00,988381.00,993052.00,997127.00,1004229.00,1009103.00,1016707.00,1026391.00,1036554.00,1047279.00
".Pinal County, Arizona",375770.00,375764.00,379094.00,378041.00,382251.00,385398.00,395322.00,405614.00,417193.00,431564.00,446806.00,462789.00
".Santa Cruz County, Arizona",47420.00,47420.00,47415.00,47667.00,47359.00,46939.00,46636.00,46542.00,46400.00,46566.00,46395.00,46498.00
".Yavapai County, Arizona",211033.00,211017.00,210983.00,211044.00,211990.00,214421.00,217716.00,220805.00,224575.00,228082.00,231772.00,235099.00
".Yuma County, Arizona",195751.00,195750.00,197127.00,202841.00,202475.00,202420.00,204054.00,205186.00,207247.00,209507.00,211612.00,213787.00
".Arkansas County, Arkansas",19019.00,19007.00,19009.00,18871.00,18964.00,18755.00,18479.00,18330.00,18154.00,17872.00,17726.00,17486.00
".Ashley County, Arkansas",21853.00,21845.00,21829.00,21673.00,21515.00,21278.00,20956.00,20838.00,20530.00,20311.00,20012.00,19657.00
".Baxter County, Arkansas",41513.00,41511.00,41510.00,41349.00,41080.00,40983.00,40888.00,41138.00,41131.00,41308.00,41624.00,41932.00
".Benton County, Arkansas",221339.00,221348.00,222593.00,229171.00,234938.00,239461.00,244841.00,251591.00,259212.00,266585.00,272266.00,279141.00
".Boone County, Arkansas",36903.00,36920.00,36893.00,37086.00,37333.00,37328.00,37116.00,37119.00,37259.00,37459.00,37385.00,37432.00
".Bradley County, Arkansas",11508.00,11505.00,11470.00,11432.00,11266.00,11120.00,11007.00,10999.00,10959.00,10813.00,10838.00,10763.00
".Calhoun County, Arkansas",5368.00,5368.00,5362.00,5243.00,5278.00,5192.00,5167.00,5200.00,5143.00,5201.00,5227.00,5189.00
".Carroll County, Arkansas",27446.00,27449.00,27553.00,27466.00,27623.00,27791.00,27734.00,27755.00,27728.00,27865.00,28097.00,28380.00
".Chicot County, Arkansas",11800.00,11800.00,11799.00,11703.00,11498.00,11362.00,11211.00,10970.00,10899.00,10647.00,10442.00,10118.00
".Clark County, Arkansas",22995.00,22991.00,22925.00,22928.00,22755.00,22582.00,22557.00,22513.00,22602.00,22184.00,22313.00,22320.00
".Clay County, Arkansas",16083.00,16083.00,16050.00,15876.00,15710.00,15484.00,15299.00,15206.00,15060.00,14865.00,14763.00,14551.00
".Cleburne County, Arkansas",25970.00,25964.00,25986.00,25875.00,25763.00,25625.00,25591.00,25355.00,25173.00,25059.00,24994.00,24919.00
".Cleveland County, Arkansas",8689.00,8692.00,8677.00,8674.00,8609.00,8515.00,8399.00,8284.00,8245.00,8162.00,7995.00,7956.00
".Columbia County, Arkansas",24552.00,24552.00,24723.00,24709.00,24413.00,24284.00,24049.00,24115.00,24026.00,23695.00,23586.00,23457.00
".Conway County, Arkansas",21273.00,21267.00,21219.00,21128.00,21141.00,21088.00,20995.00,20936.00,20874.00,20810.00,20825.00,20846.00
".Craighead County, Arkansas",96443.00,96443.00,96748.00,98405.00,99993.00,101653.00,102661.00,104457.00,105932.00,107188.00,108816.00,110332.00
".Crawford County, Arkansas",61948.00,61935.00,61956.00,61796.00,61911.00,61667.00,61807.00,61904.00,62263.00,62894.00,63379.00,63257.00
".Crittenden County, Arkansas",50902.00,50907.00,50958.00,50517.00,50077.00,49739.00,49536.00,49019.00,49306.00,48716.00,48363.00,47955.00
".Cross County, Arkansas",17870.00,17878.00,17862.00,17809.00,17703.00,17521.00,17181.00,17255.00,17025.00,16792.00,16630.00,16419.00
".Dallas County, Arkansas",8116.00,8124.00,8066.00,8056.00,7952.00,7892.00,7691.00,7530.00,7399.00,7307.00,7152.00,7009.00
".Desha County, Arkansas",13008.00,13002.00,12954.00,12731.00,12590.00,12502.00,12270.00,12029.00,11905.00,11743.00,11507.00,11361.00
".Drew County, Arkansas",18509.00,18517.00,18666.00,18735.00,18788.00,18686.00,18642.00,18613.00,18553.00,18370.00,18328.00,18219.00
".Faulkner County, Arkansas",113237.00,113238.00,114026.00,116280.00,118523.00,119176.00,120562.00,121241.00,122206.00,123530.00,125138.00,126007.00
".Franklin County, Arkansas",18125.00,18137.00,18142.00,18009.00,17959.00,17915.00,17828.00,17749.00,17655.00,17809.00,17764.00,17715.00
".Fulton County, Arkansas",12245.00,12236.00,12215.00,12240.00,12169.00,12170.00,12081.00,12138.00,12099.00,12131.00,12308.00,12477.00
".Garland County, Arkansas",96024.00,95999.00,96067.00,96854.00,96986.00,97654.00,97758.00,97814.00,98282.00,98327.00,98966.00,99386.00
".Grant County, Arkansas",17853.00,17842.00,17886.00,17947.00,18038.00,18046.00,18074.00,18016.00,18064.00,18103.00,18180.00,18265.00
".Greene County, Arkansas",42090.00,42090.00,42201.00,42763.00,43229.00,43160.00,43788.00,44300.00,44730.00,44993.00,45339.00,45325.00
".Hempstead County, Arkansas",22609.00,22587.00,22596.00,22488.00,22344.00,22420.00,22326.00,22085.00,22032.00,21876.00,21685.00,21532.00
".Hot Spring County, Arkansas",32923.00,33011.00,33231.00,33142.00,33507.00,33528.00,33409.00,33497.00,33438.00,33606.00,33672.00,33771.00
".Howard County, Arkansas",13789.00,13781.00,13796.00,13816.00,13675.00,13543.00,13492.00,13336.00,13350.00,13365.00,13302.00,13202.00
".Independence County, Arkansas",36647.00,36641.00,36809.00,36884.00,36953.00,36885.00,37080.00,37035.00,37117.00,37391.00,37768.00,37825.00
".Izard County, Arkansas",13696.00,13703.00,13726.00,13572.00,13541.00,13411.00,13557.00,13487.00,13488.00,13666.00,13582.00,13629.00
".Jackson County, Arkansas",17997.00,17998.00,18057.00,17887.00,17680.00,17729.00,17591.00,17365.00,17282.00,17017.00,16753.00,16719.00
".Jefferson County, Arkansas",77435.00,77456.00,77341.00,76039.00,74634.00,73191.00,72458.00,71872.00,70407.00,69238.00,68067.00,66824.00
".Johnson County, Arkansas",25540.00,25545.00,25556.00,25675.00,25914.00,25932.00,25969.00,26094.00,26127.00,26401.00,26659.00,26578.00
".Lafayette County, Arkansas",7645.00,7643.00,7647.00,7536.00,7450.00,7284.00,7158.00,7010.00,6888.00,6797.00,6679.00,6624.00
".Lawrence County, Arkansas",17415.00,17410.00,17518.00,17282.00,17040.00,17054.00,16969.00,16696.00,16639.00,16571.00,16432.00,16406.00
".Lee County, Arkansas",10424.00,10428.00,10395.00,10291.00,10184.00,10010.00,9839.00,9672.00,9337.00,9127.00,8976.00,8857.00
".Lincoln County, Arkansas",14134.00,14141.00,14089.00,14339.00,14180.00,14063.00,14025.00,13866.00,13728.00,13475.00,13184.00,13024.00
".Little River County, Arkansas",13171.00,13168.00,13132.00,12945.00,12916.00,12733.00,12503.00,12402.00,12406.00,12373.00,12297.00,12259.00
".Logan County, Arkansas",22353.00,22361.00,22308.00,22242.00,21928.00,22031.00,21866.00,21729.00,21732.00,21739.00,21673.00,21466.00
".Lonoke County, Arkansas",68356.00,68382.00,68744.00,69529.00,70109.00,70742.00,71368.00,71359.00,71803.00,72778.00,73391.00,73309.00
".Madison County, Arkansas",15717.00,15723.00,15684.00,15662.00,15597.00,15679.00,15731.00,15705.00,16112.00,16299.00,16362.00,16576.00
".Marion County, Arkansas",16653.00,16644.00,16665.00,16671.00,16621.00,16444.00,16423.00,16215.00,16376.00,16429.00,16665.00,16694.00
".Miller County, Arkansas",43462.00,43462.00,43562.00,43762.00,43663.00,43402.00,43458.00,43792.00,43713.00,43736.00,43362.00,43257.00
".Mississippi County, Arkansas",46480.00,46481.00,46399.00,46031.00,45553.00,44695.00,44247.00,43729.00,42900.00,42112.00,41236.00,40651.00
".Monroe County, Arkansas",8149.00,8155.00,8138.00,8099.00,7854.00,7690.00,7634.00,7452.00,7205.00,7013.00,6880.00,6701.00
".Montgomery County, Arkansas",9487.00,9497.00,9510.00,9402.00,9340.00,9252.00,9162.00,9027.00,8936.00,8890.00,8910.00,8986.00
".Nevada County, Arkansas",8997.00,9020.00,8997.00,9008.00,8909.00,8772.00,8645.00,8508.00,8378.00,8309.00,8308.00,8252.00
".Newton County, Arkansas",8330.00,8315.00,8304.00,8251.00,8052.00,8042.00,7867.00,7846.00,7848.00,7815.00,7800.00,7753.00
".Ouachita County, Arkansas",26120.00,26128.00,26046.00,25737.00,25398.00,24948.00,24761.00,24316.00,24013.00,23817.00,23620.00,23382.00
".Perry County, Arkansas",10445.00,10444.00,10444.00,10383.00,10328.00,10335.00,10360.00,10307.00,10286.00,10346.00,10380.00,10455.00
".Phillips County, Arkansas",21757.00,21755.00,21676.00,21406.00,20736.00,20437.00,19952.00,19546.00,19050.00,18599.00,18054.00,17782.00
".Pike County, Arkansas",11291.00,11287.00,11264.00,11241.00,11254.00,11121.00,10989.00,10837.00,10826.00,10735.00,10666.00,10718.00
".Poinsett County, Arkansas",24583.00,24576.00,24515.00,24449.00,24299.00,24187.00,24152.00,24002.00,23974.00,24071.00,23903.00,23528.00
".Polk County, Arkansas",20662.00,20654.00,20667.00,20558.00,20420.00,20342.00,20249.00,20194.00,20145.00,20147.00,20019.00,19964.00
".Pope County, Arkansas",61754.00,61753.00,62109.00,62687.00,62631.00,62588.00,63117.00,63608.00,63897.00,63634.00,63594.00,64072.00
".Prairie County, Arkansas",8715.00,8716.00,8722.00,8599.00,8482.00,8375.00,8347.00,8299.00,8252.00,8248.00,8082.00,8062.00
".Pulaski County, Arkansas",382748.00,382749.00,383538.00,386990.00,389225.00,391512.00,392952.00,393576.00,394151.00,393280.00,391918.00,391911.00
".Randolph County, Arkansas",17969.00,17969.00,17955.00,17973.00,17840.00,17625.00,17569.00,17437.00,17444.00,17665.00,17970.00,17958.00
".St. Francis County, Arkansas",28258.00,28253.00,28194.00,27994.00,27992.00,27508.00,27088.00,26651.00,26347.00,25997.00,25509.00,24994.00
".Saline County, Arkansas",107118.00,107135.00,107656.00,109553.00,111442.00,113348.00,114874.00,116390.00,117656.00,119520.00,121074.00,122437.00
".Scott County, Arkansas",11233.00,11241.00,11275.00,11264.00,11033.00,10934.00,10686.00,10561.00,10332.00,10369.00,10339.00,10281.00
".Searcy County, Arkansas",8195.00,8195.00,8182.00,8078.00,8005.00,7991.00,7924.00,7835.00,7968.00,7927.00,7930.00,7881.00
".Sebastian County, Arkansas",125744.00,125740.00,125737.00,127010.00,127571.00,127173.00,126733.00,127385.00,127385.00,127786.00,127570.00,127827.00
".Sevier County, Arkansas",17058.00,17059.00,17151.00,17218.00,17188.00,17356.00,17410.00,17262.00,16971.00,17103.00,17061.00,17007.00
".Sharp County, Arkansas",17264.00,17263.00,17250.00,17270.00,17034.00,17043.00,16820.00,16808.00,17007.00,17147.00,17290.00,17442.00
".Stone County, Arkansas",12394.00,12394.00,12389.00,12500.00,12542.00,12423.00,12381.00,12386.00,12509.00,12520.00,12454.00,12506.00
".Union County, Arkansas",41639.00,41639.00,41573.00,41402.00,40861.00,40604.00,40136.00,40086.00,39879.00,39460.00,39139.00,38682.00
".Van Buren County, Arkansas",17295.00,17296.00,17310.00,17214.00,17162.00,16985.00,16907.00,16808.00,16669.00,16552.00,16635.00,16545.00
".Washington County, Arkansas",203065.00,203050.00,204024.00,208051.00,211756.00,216000.00,219941.00,224434.00,228482.00,232732.00,236611.00,239187.00
".White County, Arkansas",77076.00,77086.00,77356.00,78083.00,78641.00,78567.00,78471.00,78915.00,78917.00,78844.00,78381.00,78753.00
".Woodruff County, Arkansas",7260.00,7264.00,7236.00,7164.00,7052.00,7018.00,6860.00,6706.00,6600.00,6575.00,6466.00,6320.00
".Yell County, Arkansas",22185.00,22183.00,22146.00,21964.00,21824.00,21819.00,21768.00,21506.00,21502.00,21509.00,21462.00,21341.00
".Alameda County, California",1510271.00,1510258.00,1512986.00,1530915.00,1553764.00,1579593.00,1607792.00,1634538.00,1650950.00,1660196.00,1666756.00,1671329.00
".Alpine County, California",1175.00,1175.00,1161.00,1093.00,1110.00,1128.00,1080.00,1077.00,1047.00,1111.00,1089.00,1129.00
".Amador County, California",38091.00,38091.00,37886.00,37543.00,37104.00,36620.00,36726.00,37031.00,37429.00,38529.00,39405.00,39752.00
